ticker,date,quote_time,expiration,dte,option_type,strike,market_iv,market_mid,spot,rate,dividend,vega,contract_id,source
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,730.0,16.549432863965635,1.82,738.5875,3.8,0.0,0.24011806418907408,1851fafb-e549-4d0f-a14e-32327eea2a24,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,732.0,16.204764723181725,2.27,738.5875,3.8,0.0,0.26352208515627756,664c3f7f-2bc0-4f57-964c-f325cc364336,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,734.0,15.241479797437785,2.64,738.5875,3.8,0.0,0.2818721413089441,eb3376e1-246c-405e-a865-873dd619cc4e,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,736.0,14.717123078983278,3.23,738.5875,3.8,0.0,0.298009556185068,03c6db54-3fba-4a9f-8f90-9ffad23bfa71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,738.0,15.06377489717677,4.21,738.5875,3.8,0.0,0.3073517942100768,d52354f3-9d4a-4bcc-9cb2-6ab3fe5d2845,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,740.0,13.686593351662157,4.8,738.5875,3.8,0.0,0.3070063428850245,0033c1fc-1321-41e3-ae41-f2dd89d24805,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,742.0,13.002115682791917,5.76,738.5875,3.8,0.0,0.2947726102382514,973c98a2-3759-4bd2-8420-4687183f9664,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,744.0,12.336828928729517,6.9,738.5875,3.8,0.0,0.26851382760085657,6dbb5ccb-dc39-4730-9fda-30fbdb6132a9,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,746.0,11.651832057908178,8.22,738.5875,3.8,0.0,0.22782985416151713,f775091e-78a3-42d6-b93e-64cb1f8aa834,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-11,2026-05-11 19:00:00+00:00,2026-05-15,4,put,748.0,11.158419775739313,9.76,738.5875,3.8,0.0,0.17912459728271088,41a8f371-4c45-46da-86da-82438726a1cb,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,728.0,22.484229671005156,11.79,737.16,3.8,0.0,0.21739026483661622,2ee3509f-c7ec-4562-ab72-65a4a4312f71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,730.0,16.794396535363045,9.09,737.16,3.8,0.0,0.21313210423955764,326a7607-08f4-4ae2-b683-601532cd5a38,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,732.0,19.93409408537671,8.42,737.16,3.8,0.0,0.24461697913924138,7c66b3ac-ea39-47c3-8f42-8a9606242cd0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,734.0,18.88938851500862,6.9,737.16,3.8,0.0,0.25653425056510176,d467c24a-0ead-4806-908a-331b8b4f5408,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,736.0,17.805556071866306,5.47,737.16,3.8,0.0,0.2645417671297334,ead19cc8-94df-417f-a0ba-daa1b654d4aa,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,738.0,16.977276226012034,4.23,737.16,3.8,0.0,0.26633389956584475,8457de86-f044-4f6a-a9b9-31e278de79a5,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,740.0,16.05775560105219,3.11,737.16,3.8,0.0,0.25933029232014065,d0000866-c268-4fc6-9a2f-2813d18d99d0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,742.0,13.735332212485371,1.82,737.16,3.8,0.0,0.2359629483758443,fb0f9f82-67f9-48de-a778-02c612d92470,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,744.0,14.774936565477404,1.5,737.16,3.8,0.0,0.2145053428079453,67c1fb7c-56bf-420f-afff-0708472957e0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,746.0,14.168494717031717,0.95,737.16,3.8,0.0,0.17825999359304018,7cfdbe04-2edf-4c06-acac-4ec232e1e042,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,call,748.0,13.609657401200383,0.56,737.16,3.8,0.0,0.13736800798936882,c3d4a917-9fa0-4986-aee8-93e06450da5f,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,728.0,15.777968612425028,1.06,737.16,3.8,0.0,0.17732608935368377,fe709508-4a04-4ef8-8e52-0f2a94b07f32,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,730.0,14.90350214421749,1.31,737.16,3.8,0.0,0.20091197046484083,1851fafb-e549-4d0f-a14e-32327eea2a24,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,732.0,13.958886137418446,1.62,737.16,3.8,0.0,0.2245426649765137,664c3f7f-2bc0-4f57-964c-f325cc364336,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,734.0,13.144220558330415,2.06,737.16,3.8,0.0,0.2468334350584157,eb3376e1-246c-405e-a865-873dd619cc4e,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,736.0,12.87796029389836,2.78,737.16,3.8,0.0,0.26290283039348145,03c6db54-3fba-4a9f-8f90-9ffad23bfa71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,738.0,13.711346479300406,3.97,737.16,3.8,0.0,0.2661319920809568,d52354f3-9d4a-4bcc-9cb2-6ab3fe5d2845,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,740.0,10.820965049685908,4.38,737.16,3.8,0.0,0.2503147958071052,0033c1fc-1321-41e3-ae41-f2dd89d24805,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,742.0,10.203889107108118,5.63,737.16,3.8,0.0,0.21315124664367224,973c98a2-3759-4bd2-8420-4687183f9664,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-12,2026-05-12 19:00:00+00:00,2026-05-15,3,put,744.0,7.023549452796578,6.78,737.16,3.8,0.0,0.10030759977446158,6dbb5ccb-dc39-4730-9fda-30fbdb6132a9,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,728.0,23.62860944338143,15.31,742.32,3.8,0.0,0.11520086066692045,2ee3509f-c7ec-4562-ab72-65a4a4312f71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,730.0,22.18858443874865,13.42,742.32,3.8,0.0,0.12766691271581798,326a7607-08f4-4ae2-b683-601532cd5a38,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,732.0,20.762808384522792,11.56,742.32,3.8,0.0,0.14197019785765055,7c66b3ac-ea39-47c3-8f42-8a9606242cd0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,734.0,18.44816790305078,9.6,742.32,3.8,0.0,0.153079716315728,d467c24a-0ead-4806-908a-331b8b4f5408,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,736.0,18.14356166420505,8.01,742.32,3.8,0.0,0.17644480619621,ead19cc8-94df-417f-a0ba-daa1b654d4aa,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,738.0,16.72826929852366,6.32,742.32,3.8,0.0,0.1940002938976905,8457de86-f044-4f6a-a9b9-31e278de79a5,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,740.0,16.15783072941006,4.91,742.32,3.8,0.0,0.2104841562452653,d0000866-c268-4fc6-9a2f-2813d18d99d0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,742.0,15.503472361527383,3.64,742.32,3.8,0.0,0.21880122361944782,fb0f9f82-67f9-48de-a778-02c612d92470,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,744.0,14.373272623065859,2.45,742.32,3.8,0.0,0.21539171146797081,67c1fb7c-56bf-420f-afff-0708472957e0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,746.0,14.253024519886822,1.68,742.32,3.8,0.0,0.19866422803866876,7cfdbe04-2edf-4c06-acac-4ec232e1e042,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,call,748.0,13.854865074232219,1.05,742.32,3.8,0.0,0.1694275528281197,c3d4a917-9fa0-4986-aee8-93e06450da5f,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,728.0,18.634391440525654,0.35,742.32,3.8,0.0,0.07838419483575403,fe709508-4a04-4ef8-8e52-0f2a94b07f32,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,730.0,17.853718455545604,0.46,742.32,3.8,0.0,0.09555194526165593,1851fafb-e549-4d0f-a14e-32327eea2a24,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,732.0,16.906513423770672,0.59,742.32,3.8,0.0,0.11425868354826094,664c3f7f-2bc0-4f57-964c-f325cc364336,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,734.0,16.20470884494484,0.8,742.32,3.8,0.0,0.13787650698166865,eb3376e1-246c-405e-a865-873dd619cc4e,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,736.0,15.335051630325616,1.06,742.32,3.8,0.0,0.16206449771138642,03c6db54-3fba-4a9f-8f90-9ffad23bfa71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,738.0,14.54352336652577,1.43,742.32,3.8,0.0,0.18667658703261478,d52354f3-9d4a-4bcc-9cb2-6ab3fe5d2845,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,740.0,13.978524543773378,1.98,742.32,3.8,0.0,0.2077471615550886,0033c1fc-1321-41e3-ae41-f2dd89d24805,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,742.0,13.19246303414926,2.66,742.32,3.8,0.0,0.21867285617031118,973c98a2-3759-4bd2-8420-4687183f9664,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,744.0,13.047123739998788,3.69,742.32,3.8,0.0,0.21453787255410336,6dbb5ccb-dc39-4730-9fda-30fbdb6132a9,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,746.0,12.28525936955586,4.82,742.32,3.8,0.0,0.19185619550705593,f775091e-78a3-42d6-b93e-64cb1f8aa834,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-13,2026-05-13 19:00:00+00:00,2026-05-15,2,put,748.0,12.049206414334478,6.28,742.32,3.8,0.0,0.15574789914345297,41a8f371-4c45-46da-86da-82438726a1cb,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,call,742.0,10.448807144612076,6.65,748.48,3.8,0.0,0.042651050054012644,fb0f9f82-67f9-48de-a778-02c612d92470,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,call,744.0,11.158006276786328,4.89,748.48,3.8,0.0,0.09018732349059859,67c1fb7c-56bf-420f-afff-0708472957e0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,call,746.0,11.68266566902399,3.38,748.48,3.8,0.0,0.13340029672699372,7cfdbe04-2edf-4c06-acac-4ec232e1e042,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,call,748.0,11.568284780718386,2.1,748.48,3.8,0.0,0.15505555809787322,c3d4a917-9fa0-4986-aee8-93e06450da5f,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,728.0,25.715449253916738,0.07,748.48,3.8,0.0,0.018131033445058314,fe709508-4a04-4ef8-8e52-0f2a94b07f32,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,730.0,24.038997841179366,0.08,748.48,3.8,0.0,0.021091557684464735,1851fafb-e549-4d0f-a14e-32327eea2a24,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,732.0,22.634628739506002,0.1,748.48,3.8,0.0,0.026004530966394133,664c3f7f-2bc0-4f57-964c-f325cc364336,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,734.0,21.304041261821983,0.13,748.48,3.8,0.0,0.03281677963846416,eb3376e1-246c-405e-a865-873dd619cc4e,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,736.0,19.908482295498253,0.17,748.48,3.8,0.0,0.04148322609668503,03c6db54-3fba-4a9f-8f90-9ffad23bfa71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,738.0,18.360450246781117,0.22,748.48,3.8,0.0,0.052053477740406286,d52354f3-9d4a-4bcc-9cb2-6ab3fe5d2845,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,740.0,17.48532441537828,0.34,748.48,3.8,0.0,0.07058205220654651,0033c1fc-1321-41e3-ae41-f2dd89d24805,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,742.0,16.42181069612503,0.51,748.48,3.8,0.0,0.0921432764419906,973c98a2-3759-4bd2-8420-4687183f9664,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,744.0,15.667899661399428,0.81,748.48,3.8,0.0,0.11808009423657469,6dbb5ccb-dc39-4730-9fda-30fbdb6132a9,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,746.0,14.996158505324274,1.28,748.48,3.8,0.0,0.141873747468533,f775091e-78a3-42d6-b93e-64cb1f8aa834,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-14,2026-05-14 19:00:00+00:00,2026-05-15,1,put,748.0,14.259402089323846,1.96,748.48,3.8,0.0,0.1554575528243142,41a8f371-4c45-46da-86da-82438726a1cb,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,call,742.0,2.4338079302757976,0.03,740.54,3.8,0.0,0.05297480677589954,fb0f9f82-67f9-48de-a778-02c612d92470,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,call,744.0,4.594935994148254,0.02,740.54,3.8,0.0,0.025742636268261836,67c1fb7c-56bf-420f-afff-0708472957e0,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,call,746.0,6.776325506716967,0.02,740.54,3.8,0.0,0.01930451404815068,7cfdbe04-2edf-4c06-acac-4ec232e1e042,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,call,748.0,8.071784199476241,0.01,740.54,3.8,0.0,0.009875314283285143,c3d4a917-9fa0-4986-aee8-93e06450da5f,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,728.0,13.11429589986801,0.01,740.54,3.8,0.0,0.006682618338481538,fe709508-4a04-4ef8-8e52-0f2a94b07f32,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,730.0,12.262204940319062,0.02,740.54,3.8,0.0,0.012222897005537383,1851fafb-e549-4d0f-a14e-32327eea2a24,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,732.0,10.22522714316845,0.02,740.54,3.8,0.0,0.014076371940191852,664c3f7f-2bc0-4f57-964c-f325cc364336,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,734.0,8.1423621378839,0.02,740.54,3.8,0.0,0.016766582082708373,eb3376e1-246c-405e-a865-873dd619cc4e,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,736.0,5.992860472500325,0.02,740.54,3.8,0.0,0.021129357877384448,03c6db54-3fba-4a9f-8f90-9ffad23bfa71,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,738.0,4.6786006156355135,0.06,740.54,3.8,0.0,0.05430058528564565,d52354f3-9d4a-4bcc-9cb2-6ab3fe5d2845,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,740.0,7.653401488587258,0.9,740.54,3.8,0.0,0.15126141496381695,0033c1fc-1321-41e3-ae41-f2dd89d24805,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,742.0,14.21250627901405,2.96,740.54,3.8,0.0,0.14998897155217458,973c98a2-3759-4bd2-8420-4687183f9664,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,744.0,13.861037756800652,4.25,740.54,3.8,0.0,0.12723936840209096,6dbb5ccb-dc39-4730-9fda-30fbdb6132a9,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,746.0,17.812409537620837,6.25,740.54,3.8,0.0,0.1147813658904356,f775091e-78a3-42d6-b93e-64cb1f8aa834,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-15,2026-05-15 19:00:00+00:00,2026-05-15,1,put,748.0,27.897554007917638,8.99,740.54,3.8,0.0,0.12338262920476796,41a8f371-4c45-46da-86da-82438726a1cb,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,726.0,26.811356052747,14.45,736.15,3.8,0.0,0.26806662846915436,9b4d5993-32f9-48e0-b211-a78c621405f4,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,728.0,24.92643504512497,12.58,736.15,3.8,0.0,0.2771258457889942,b9180236-d5e0-409d-9e7b-23bf2851642d,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,730.0,24.175030614975842,11.07,736.15,3.8,0.0,0.28808654187903626,eb8094e9-85da-4347-8928-6db0fa513bdb,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,732.0,23.606646502371877,9.68,736.15,3.8,0.0,0.29737794056788736,c9ad32de-40da-4a17-8093-856806951778,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,734.0,22.490633316952735,8.2,736.15,3.8,0.0,0.3038301787904824,99f00c2b-c026-46a3-95e6-733bd644c1df,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,736.0,21.960560254864397,6.98,736.15,3.8,0.0,0.3072122471100657,6e68238c-cdd7-4eb3-9dd3-0f70668ec61c,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,738.0,20.605731866713608,5.6,736.15,3.8,0.0,0.30629789419447795,2622a582-af89-48d3-8978-3db01bf6a601,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,740.0,20.12068641921505,4.59,736.15,3.8,0.0,0.300263198402555,a2c3e5a8-500d-4661-af44-8b8b28349534,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,742.0,19.539858223255724,3.66,736.15,3.8,0.0,0.28852399380506794,bda98276-12ef-4fe9-9028-6a47c433385b,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,744.0,19.054576690206304,2.87,736.15,3.8,0.0,0.2711912219792217,aff7a081-1853-459d-83b8-45dc2479c4d3,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,call,746.0,18.358432111125442,2.14,736.15,3.8,0.0,0.24721531112747389,a8220631-3ffb-4b7d-8e97-43126bfb9600,Robinhood hourly last-trade replay; IV inverted from daily final trade
SPY,2026-05-18,2026-05-18 19:00:00+00:00,2026-05-22,4,put,726.0,17.297886923206974,1.62,736.15,3.8,0.0,0.22346715859256644,e07b772c-c944-4b1e-9ef6-66ccde8468a7,Robinhood hourly last-trade replay; IV inverted from daily final trade
